"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"3785",9751274,"Modern Tasteful Prime West LA Single with Pool",50297248,"George","City of Los Angeles","Sawtelle",34.04281,-118.45216,"Entire home/apt",91,31,116,"202005",3.22,1,14
"3786",9752372,"Relax in a Safe and Clean Private Oasis in Miracle Mile",8460947,"Josh","City of Los Angeles","Mid-Wilshire",34.05829,-118.36102,"Entire home/apt",525,3,40,"202005",0.74,1,363
"3788",9755793,"cute echo park apartment",27006607,"Julian","City of Los Angeles","Echo Park",34.06456,-118.25374,"Entire home/apt",50,30,2,"201705",0.04,1,0
"3789",9755989,"#1 Work-From-Home ☻ w/DESK & Natural Light",50314315,"Claudius","City of Los Angeles","Pico-Union",34.04953,-118.27805,"Private room",55,31,288,"202002",5.26,4,335
"3790",9756267,"Enormous Live/Work near Downtown",50315426,"Carrie","City of Los Angeles","Westlake",34.06345,-118.26034,"Private room",50,5,3,"201609",0.06,1,0
"3791",9756362,"Star Oasis",1318259,"Jennifer","City of Los Angeles","Van Nuys",34.20107,-118.45578,"Private room",55,30,5,"202004",0.1,3,171
"3793",9758021,"Clean and Cozy Studio minutes away to DTLA",14540821,"Carlos","City of Los Angeles","Boyle Heights",34.02311,-118.1926,"Entire home/apt",62,2,198,"202005",3.6,1,86
"3794",9758069,"Hollywood Hills Paradise",50317427,"Michael","City of Los Angeles","Hollywood Hills West",34.09909,-118.38016,"Entire home/apt",695,3,8,"201910",0.28,4,365
"3795",9759151,"Charming Vintage Silver Lake 2BR Thirty Night Min",50231247,"Tim","City of Los Angeles","Silver Lake",34.09432,-118.27653,"Entire home/apt",155,30,95,"201910",1.73,1,44
"3796",9761847,"Chic One Bedroom in the Heart of LA",29632288,"Sorina","City of Los Angeles","Del Rey",33.99557,-118.41775,"Entire home/apt",99,30,165,"202003",3,1,35
"3801",9780127,"Private Studio Apartment near Beverly Hills",25551648,"Vacation Inn LA","City of Los Angeles","Pico-Robertson",34.05627,-118.38595,"Private room",120,30,1,"201601",0.02,57,365
"3802",9780260,"ALICE IN HOLLYWOOD, LOVELY 3BR+3BA",41881230,"Amber And Matt","City of Los Angeles","East Hollywood",34.08658,-118.30833,"Entire home/apt",259,1,184,"202005",3.49,14,171
"3803",9789759,"Charming Guest Suite with Loft",50457031,"Lloyd","City of Los Angeles","Studio City",34.14048,-118.37761,"Entire home/apt",130,3,22,"202003",0.4,2,358
"3805",9793322,"10 mins fr Universal Studios",49190668,"Dwayne","City of Los Angeles","Valley Village",34.17037,-118.40176,"Entire home/apt",65,30,5,"201512",0.09,1,0
"3806",9796085,"Spacious & Private 1BR, Venice Blvd",23086916,"Armin","City of Los Angeles","Mar Vista",33.99995,-118.43746,"Entire home/apt",105,30,66,"201906",1.21,1,71
"3807",9796347,"Beautiful and Cozy Bungalow in Hollywood Hills",50484596,"Cc","City of Los Angeles","Hollywood Hills",34.11506,-118.32827,"Entire home/apt",99,30,3,"201803",0.09,1,177
"3808",9796944,"Cozy little artist knook",33848958,"Ralph","City of Los Angeles","Fairfax",34.08414,-118.35802,"Private room",88,30,13,"202001",0.61,4,165
"3809",9797243,"Central location 2BR with W/D & pkg",50489440,"Paul","City of Los Angeles","Mid-Wilshire",34.05209,-118.35195,"Entire home/apt",109,30,85,"201909",1.58,1,192
"3810",9797319,"Relaxing Echo Park, Starry Dream - June Promo",20043329,"Deborah","City of Los Angeles","Echo Park",34.09051,-118.24929,"Private room",42,31,335,"201910",6.09,15,365
"3811",9797776,"Urban Homestead Garden Guesthouse",50491686,"Sandra","City of Los Angeles","Del Rey",33.99559,-118.40944,"Entire home/apt",99,2,180,"202003",3.33,1,39
"3812",9798435,"Beautiful 2BR in heart of Hollywood",44792103,"Marc","City of Los Angeles","Hollywood",34.08716,-118.32947,"Entire home/apt",225,2,4,"201605",0.07,1,0
"3813",9810237,"ARDMORE 1BEDROOM+LOFT [No.8]",49588958,"MyungHee","City of Los Angeles","Koreatown",34.05642,-118.30148,"Entire home/apt",160,1,74,"202003",1.41,4,361
"3814",9810369,"ARDMORE 2BEDROOM [No.4]",49588958,"MyungHee","City of Los Angeles","Koreatown",34.05778,-118.303,"Entire home/apt",150,1,62,"202002",1.23,4,365
"3817",9824420,"SANTA MONICA NEST-MONTHLY SPECIALS FROM JULY 1 !!",46125340,"Ron","City of Los Angeles","Sawtelle",34.02857,-118.45351,"Entire home/apt",125,1,34,"201911",0.89,2,320
"3818",9826055,"Silverlake Lookout",49378661,"Jared","City of Los Angeles","Silver Lake",34.0853,-118.27303,"Entire home/apt",58,2,57,"202002",1.68,1,0
"3819",9827107,"Luxury Downtown 1BR LA Apt",29653808,"Amberliin","City of Los Angeles","Downtown",34.06218,-118.24744,"Entire home/apt",130,4,16,"201710",0.3,1,0
"3821",9840018,"Comfortable Studio In The Center Of It All",50670732,"Lenny","City of Los Angeles","Koreatown",34.06596,-118.29726,"Entire home/apt",60,30,1,"201601",0.02,1,0
"3822",9840456,"LA's PRIME Locale-Loft Apt-Super clean-w/PARKING",50672491,"Pat","City of Los Angeles","Silver Lake",34.09008,-118.26862,"Entire home/apt",119,30,31,"201911",0.66,1,365
"3824",9857715,"Inexpensive Room in Downtown Loft",102857,"Tress","City of Los Angeles","Downtown",34.03671,-118.23185,"Private room",75,3,4,"201906",0.07,1,0
"3825",9857935,"Teeny Guest House w/ Private Patio",5164342,"Tatiana","City of Los Angeles","Los Feliz",34.0993,-118.28161,"Entire home/apt",179,2,100,"202004",1.84,1,0
"3827",9863886,"Beautiful Mission Hills Home",50766219,"Giovanni And Cynthia","City of Los Angeles","Mission Hills",34.27521,-118.45951,"Private room",80,2,3,"201708",0.08,1,365
"3828",9864256,"Hillside Guest House - view & pool",50767225,"Andrew","City of Los Angeles","Sherman Oaks",34.13769,-118.42613,"Entire home/apt",55,30,17,"201912",0.36,1,347
"3829",9864428,"Private room in second floor house",50768592,"Jesus","City of Los Angeles","West Adams",34.02993,-118.35875,"Private room",52,30,530,"201912",9.68,1,365
"3830",9865094,"Miracle Mile Gem",10104674,"Yohan","City of Los Angeles","Mid-Wilshire",34.063,-118.35664,"Entire home/apt",139,1,267,"201910",5,4,0
"3831",9865528,"Historic LA Oasis with outdoor courtyard",8914537,"Trevor","City of Los Angeles","Hollywood Hills",34.10845,-118.33737,"Entire home/apt",100,1,215,"202006",8.32,1,90
"3832",9865591,"Clean, colorful, Cozy Room. Conveniently located!",50773015,"Paula","City of Los Angeles","Koreatown",34.05707,-118.31689,"Private room",56,1,104,"202002",2.13,4,157
"3833",9878601,"Modern Encino home in quite neighborhood",24870387,"Graham","City of Los Angeles","Encino",34.14612,-118.50511,"Entire home/apt",650,4,3,"201904",0.1,1,364
"3835",9879588,"Gorgeous Roof Patio & Venice View 1",50831415,"Keith","City of Los Angeles","Mar Vista",33.99641,-118.43948,"Private room",63,3,12,"201608",0.22,2,0
"3836",9881420,"Light, Bright and Stylish Apartment",50838694,"Chrissi","City of Los Angeles","Studio City",34.14719,-118.39326,"Entire home/apt",95,1,4,"201601",0.07,1,0
"3837",9883695,"Hillside Bungalow House UCLA / Bel Air + Parking",5112516,"","City of Los Angeles","Beverly Crest",34.1047,-118.44568,"Entire home/apt",300,30,2,"201908",0.09,3,361
"3839",9886891,"Serene Bungalow & Garden in Silverlake",32226208,"Bud","City of Los Angeles","Echo Park",34.0834,-118.26495,"Entire home/apt",250,3,125,"202003",2.31,1,256
"3840",9889443,"Poolside Studio, Walk to Beach",22696797,"Sean","City of Los Angeles","Playa del Rey",33.95469,-118.4386,"Entire home/apt",110,30,7,"201605",0.13,1,0
"3842",9890525,"Venice Beach 1 Bedroom Beautiful Unit Walk Street",8331330,"Miri","City of Los Angeles","Venice",33.99305,-118.47607,"Entire home/apt",130,31,34,"201904",0.63,14,90
"3845",9905759,"Artist Studio at the Loft Theater.",50936873,"Svetlana","City of Los Angeles","Downtown",34.0383,-118.25479,"Private room",75,1,33,"201709",0.61,1,0
"3846",9908540,"Westside Convenient to Beach & LAX",50949970,"Christy","City of Los Angeles","Westchester",33.96179,-118.40283,"Entire home/apt",325,3,20,"201712",0.37,1,0
"3848",9921763,"Private bed+bath in Bright Airy Duplex.",3045637,"Sam","City of Los Angeles","Hollywood Hills",34.11775,-118.32112,"Private room",65,30,30,"201910",0.57,1,90
"3849",9921886,"Eagle Rock Guest House - Nice view",49872102,"Ken","City of Los Angeles","Eagle Rock",34.11954,-118.21542,"Entire home/apt",65,30,171,"201906",3.3,1,0
"3850",9927553,"Charming 2 Bedroom For Your Home Away From Home",6795635,"Shonelle","City of Los Angeles","Leimert Park",34.00601,-118.32888,"Entire home/apt",109,1,147,"202003",2.77,4,363
"3851",9929300,"Luxe Resort Style Apt Downtown LA!!",51041120,"Niki","City of Los Angeles","Downtown",34.05382,-118.25611,"Entire home/apt",120,2,84,"201807",1.55,1,0
"3852",9936792,"Ocean View Villa Next Santa Monica",4109200,"Cy","City of Los Angeles","Pacific Palisades",34.04135,-118.54687,"Private room",125,1,25,"201912",0.51,2,89
"3853",9937535,"Echo Park Off-Sunset Minimalist Bungalow w/Parking",51076156,"Debbie","City of Los Angeles","Echo Park",34.07779,-118.25616,"Entire home/apt",95,2,219,"202004",4.18,2,354
"3854",9941652,"Modern Guest House in Highland Park",1276937,"Han","City of Los Angeles","Highland Park",34.11507,-118.18567,"Entire home/apt",110,30,91,"202003",1.96,1,161
"3855",9943793,"Bungalow by the Sea on Private Walk Street",49799894,"Frederick","City of Los Angeles","Venice",33.99407,-118.45795,"Entire home/apt",170,30,153,"202003",2.82,1,344
"3857",9953375,"Furnished Private Room (No. 2)",51148515,"Susan","City of Los Angeles","Lake View Terrace",34.28499,-118.4029,"Private room",33,3,17,"202006",0.32,2,150
"3858",9954642,"Very relaxed, chill, house with jacuzzi and pool!",18297786,"Brian","City of Los Angeles","Granada Hills",34.26595,-118.49029,"Private room",40,10,6,"201902",0.11,1,345
"3861",9965844,"ENTIRE 2BD/2BA GEM OF A HOUSE w LUX AMENITIES!",39335849,"Karolina","City of Los Angeles","Hollywood",34.09562,-118.34411,"Entire home/apt",249,30,156,"201901",2.86,2,0
"3862",9974487,"Beautifully renovated modern guest house",51251460,"Stephen","City of Los Angeles","North Hollywood",34.19152,-118.39954,"Entire home/apt",119,2,95,"202006",1.75,1,15
"3864",9979790,"Cozy & Beautiful Silver Lake Studio with King Bed",22700347,"Stacey & JM","City of Los Angeles","Silver Lake",34.08714,-118.26592,"Entire home/apt",110,2,286,"202005",5.28,2,63
"3866",9979938,"Spacious & Beautiful Silver Lake Gem with King Bed",22700347,"Stacey & JM","City of Los Angeles","Silver Lake",34.08628,-118.26562,"Entire home/apt",120,2,235,"202005",4.34,2,72
"3870",9992535,"Venice Beach Boutique Modern Studio",8331330,"Miri","City of Los Angeles","Venice",33.97689,-118.46487,"Entire home/apt",125,31,18,"201806",0.33,14,90
"3871",9992719,"Cosy private bedroom (Los Angeles)",9401490,"Florence","City of Los Angeles","West Adams",34.0275,-118.35662,"Private room",45,2,3,"201603",0.06,1,0
"3872",9993116,"Simple and Charming Private Room in Mid-City",14344527,"Daniel","City of Los Angeles","Carthay",34.0528,-118.36678,"Private room",50,5,9,"202001",0.17,4,89
"3873",9993665,"Cool Vibes! Cozy Private Room and Bathroom",51338914,"Igor","City of Los Angeles","Woodland Hills",34.17356,-118.60846,"Private room",65,30,6,"201704",0.13,1,0
"3874",9995011,"Gorgeous Room in Silverlake Apt.",51347909,"Jared","City of Los Angeles","Silver Lake",34.07917,-118.27318,"Private room",50,30,1,"201512",0.02,1,0
"3876",9996314,"Downtown Loft",51353534,"Terrell","City of Los Angeles","Downtown",34.04094,-118.26718,"Shared room",189,2,29,"202002",0.54,4,90
"3877",9996741,"Silver Lake Duplex Overlooking the Hollywood Sign",33090072,"John","City of Los Angeles","Silver Lake",34.08492,-118.27271,"Entire home/apt",244,2,94,"202005",1.88,1,322
"3878",9998783,"AWESOME HOLLYWOOD 2 BEDROOM, 2 BATHROOM",43601348,"Jeri","City of Los Angeles","Hollywood",34.09809,-118.35674,"Entire home/apt",269,2,2,"202001",0.27,9,65
"3879",10000255,"Big Master bed with private bath near Harbor UCLA",6205097,"Irina","City of Los Angeles","Harbor Gateway",33.82181,-118.30706,"Private room",45,2,24,"201912",0.45,3,327
"3880",10000342,"One Private Room for Rent",34660629,"Kelly","City of Los Angeles","Hollywood",34.09983,-118.33797,"Private room",60,30,4,"201601",0.07,2,0
"3881",10001629,"Hollywood Penthouse - Private Room",33905331,"Cody","City of Los Angeles","Hollywood",34.09937,-118.34302,"Private room",75,3,2,"201512",0.04,1,0
"3882",10002640,"Explore Downtown from a Debonair Urban Loft",51384465,"Aleksandra","City of Los Angeles","Downtown",34.04515,-118.25322,"Entire home/apt",499,2,213,"202004",4.02,1,333
"3883",10007476,"Sunny West LA Apartment",51403857,"Matthew","City of Los Angeles","Sawtelle",34.04503,-118.45263,"Private room",50,30,4,"201808",0.1,1,0
"3884",10012801,"Amazing Hollywood Loft!",51425128,"Mark","City of Los Angeles","Hollywood",34.09749,-118.33404,"Entire home/apt",400,14,3,"201709",0.06,1,130
"3885",10017847,"Elegant Suite in a Home with a Sparkling Pool",51351261,"Leslie & Daryl","City of Los Angeles","Canoga Park",34.21793,-118.60845,"Private room",99,1,191,"202003",3.87,1,0
"3886",10019388,"Cozy 1BD In Convenient Location!",51448205,"Edward","City of Los Angeles","Mid-City",34.0422,-118.37966,"Private room",55,30,57,"201805",1.1,1,0
"3887",10020418,"Cozy Studio & Great Location!",12197525,"Christine","City of Los Angeles","Palms",34.01995,-118.40766,"Entire home/apt",55,30,84,"202004",1.55,1,112
"3889",10034835,"Large private bedroom in Palms",23571738,"","City of Los Angeles","Palms",34.03038,-118.41465,"Private room",40,2,2,"201512",0.04,1,0
"3890",10035942,"Comfy and Affordable - Heart of LA",44628536,"Dalit","City of Los Angeles","West Adams",34.02726,-118.36,"Entire home/apt",90,30,10,"201808",0.19,3,365
"3892",10040593,"Private Entrance in 1920's Historic Garbutt House",49751067,"Sophia","City of Los Angeles","Silver Lake",34.09063,-118.26211,"Entire home/apt",120,2,164,"202003",3.13,2,0
"3893",10040780,"Hollywood Hills Guest House",262220,"Mark & Barbara","City of Los Angeles","Hollywood Hills",34.10663,-118.31381,"Entire home/apt",160,3,180,"202005",3.49,1,141
"3894",10042945,"Modern LA 3 bed/2 bath-Excellent Value & Location!",8639323,"Nirit","City of Los Angeles","Tarzana",34.18094,-118.55307,"Entire home/apt",159,5,286,"202004",5.56,1,316
"3895",10046908,"Cozy Vintage-Styled Unit w/ Patio",48917778,"Sadé","City of Los Angeles","Exposition Park",34.01486,-118.29169,"Private room",40,30,1,"201512",0.02,1,0
"3898",10059825,"Dreamy 1890's House - Arts & Crafts - Echo Park",6569594,"Marsha","City of Los Angeles","Echo Park",34.06912,-118.25213,"Entire home/apt",155,31,140,"202001",2.59,1,180
"3899",10068788,"Urban-Cozy-Colorful Guest Studio",39389572,"Eduardo & Victoria","City of Los Angeles","Highland Park",34.12042,-118.20761,"Entire home/apt",89,3,78,"202003",1.45,2,345
"3900",10071511,"Quiet Cottage in Silver Lake",27712923,"Jeremiah","City of Los Angeles","Echo Park",34.06556,-118.24942,"Entire home/apt",72,1,3,"201512",0.06,1,0
"3901",10071827,"Beverly Hills/Beverly Grove/West Hollywood Retreat",46670697,"Mary","City of Los Angeles","Beverly Grove",34.07028,-118.37371,"Entire home/apt",100,3,140,"202003",2.99,1,236
"3902",10074173,"Private garden & heated outdoor tub, central,clean",25326339,"Jesse","City of Los Angeles","Westlake",34.0703,-118.26625,"Entire home/apt",200,2,18,"202001",0.33,1,179
"3903",10075415,"Bright and nice apartment. 1 bedroom and full bath",29964991,"Raul","City of Los Angeles","University Park",34.03144,-118.291,"Entire home/apt",63,5,6,"201706",0.13,1,0
"3905",10075793,"Studio City Townhouse with French-inspired Decor",51670958,"Karma","City of Los Angeles","Studio City",34.1502,-118.38242,"Private room",54,1,200,"202003",4.97,1,0
"3906",10076444,"Walk to Fine Dining from an Industrial Chic Loft in DTLA",51464651,"Al","City of Los Angeles","Downtown",34.0457,-118.25471,"Entire home/apt",499,1,174,"202003",3.21,2,313
"3907",10084623,"Cozy and modern in the heart of LA",51747316,"Leah","City of Los Angeles","Koreatown",34.05864,-118.30036,"Entire home/apt",75,30,2,"201601",0.04,1,0
"3908",10085473,"Luxurious modern apt in gated Silverlake home",51751596,"Garrison","City of Los Angeles","Silver Lake",34.0927,-118.2626,"Entire home/apt",128,1,174,"202005",3.3,2,308
"3909",10085688,"Steps to USC : Bed + Bath + Parking",15545090,"Shawn","City of Los Angeles","University Park",34.0284,-118.28261,"Private room",64,30,2,"201607",0.04,1,0
"3910",10087364,"LA Cozy Studio, Centrally Located",51760745,"Paul","City of Los Angeles","Mid-City",34.04065,-118.36016,"Entire home/apt",99,30,44,"202004",0.81,1,295
"3912",10091952,"Spacious CA Bungalow w/ DTLA views",17529496,"Esther","City of Los Angeles","Lincoln Heights",34.07373,-118.19989,"Entire home/apt",97,30,9,"201806",0.17,1,364
"3913",10100871,"Best location for any traveler",10457909,"Cris","City of Los Angeles","Mid-Wilshire",34.0679,-118.34505,"Shared room",45,1,5,"201602",0.09,2,0
"3914",10100874,"Venice Beach House Bungalow",7990509,"Daniel","City of Los Angeles","Venice",33.98967,-118.46486,"Private room",65,1,5,"201606",0.09,2,0
"3915",10102689,"Master Bedroom in West LA House",45111970,"Matthias","City of Los Angeles","Sawtelle",34.03371,-118.43335,"Private room",45,1,1,"201512",0.02,1,0
"3917",10106676,"Sanctuary, Peace & Ez parking",6690089,"Alice L","City of Los Angeles","Van Nuys",34.18483,-118.47031,"Private room",60,1,64,"202003",1.18,2,90
"3918",10107386,"Authentic Venice Beach Bungalow",7745681,"Andrea","City of Los Angeles","Venice",33.99377,-118.44934,"Entire home/apt",155,31,72,"201909",1.45,1,0
"3919",10107634,"Best neighborhood in Los Angeles",1312035,"Troy","City of Los Angeles","Beverly Grove",34.0708,-118.3669,"Private room",46,5,33,"201911",0.63,1,130
"3920",10108537,"Martini Suite 1 Bedroom Sleeps 5 kitchen & Parking",20241872,"Executive Rental","City of Los Angeles","Mid-Wilshire",34.04901,-118.35687,"Entire home/apt",149,30,110,"202003",2.03,10,365
"3921",10130714,"Blake Cottage",48597749,"Ruth","City of Los Angeles","Elysian Valley",34.08682,-118.23231,"Entire home/apt",110,30,40,"201911",0.74,1,363
"3922",10133444,"Big bedroom near LAX , Southbay & Downtown LA",43958211,"Mieesha & Stewart","City of Los Angeles","Green Meadows",33.93721,-118.26679,"Private room",90,30,1,"201512",0.02,1,0
"3923",10139386,"A Gorgeous Studio Guest House, ",33218553,"Gary","City of Los Angeles","West Hills",34.2146,-118.6329,"Entire home/apt",66,3,117,"202004",2.25,1,251
"3924",10141258,"15 min from Hollywood /bath / Wi-Fi",52043948,"Phillip","City of Los Angeles","North Hollywood",34.18956,-118.38911,"Private room",75,30,73,"201902",1.86,2,0
"3925",10141337,"Simple, two-full beds, private bath",18695280,"Laura","City of Los Angeles","Mar Vista",34.00258,-118.43938,"Private room",75,2,215,"202003",3.96,2,318
"3926",10149773,"Private room in 2 bedroom 1 bath Apartment",52091735,"Dyane","City of Los Angeles","Exposition Park",34.01124,-118.30015,"Private room",40,2,7,"201903",0.2,2,365
"3927",10151174,"THE HEART OF NORTH HOLLYWOOD.",23045707,"Christopher","City of Los Angeles","North Hollywood",34.16645,-118.36777,"Private room",80,2,23,"201705",0.43,1,364
"3929",10154294,"Spacious Luxury, Hollywood Hills",3807758,"Dan","City of Los Angeles","Hollywood Hills West",34.11935,-118.36317,"Private room",102,4,16,"202002",0.31,2,314
"3931",10156716,"I enjoy meeting new people",52130826,"Sho","City of Los Angeles","Sawtelle",34.03618,-118.45946,"Private room",82,1,3,"201608",0.06,1,363
"3932",10164539,"**Clean, Bright, Spacious Respite**",1147348,"Molly","City of Los Angeles","Los Feliz",34.1021,-118.28348,"Entire home/apt",94,2,376,"202004",7.39,1,82
"3933",10166945,"Marina House by Venice;Santa Monica",31454273,"Peter","City of Los Angeles","Del Rey",33.98379,-118.42875,"Private room",200,30,24,"201707",0.46,6,358
"3934",10179859,"High Rise ocean view in West LA",52276423,"Ben","City of Los Angeles","Sawtelle",34.04925,-118.45997,"Entire home/apt",135,30,3,"201610",0.06,1,0
"3936",10203622,"Hideaway in the NELA Hills",23708430,"Farah","City of Los Angeles","Cypress Park",34.09959,-118.23094,"Entire home/apt",89,5,39,"202003",0.73,1,179
"3937",10204706,"Cozy Studio Apartment",21646732,"Chase","City of Los Angeles","Studio City",34.15119,-118.41506,"Entire home/apt",65,30,4,"201604",0.07,1,0
"3938",10209297,"Cozy Mid-Wilshire guesthouse.",8236124,"Dreya","City of Los Angeles","Mid-City",34.04547,-118.36097,"Entire home/apt",110,2,1,"201708",0.03,2,0
"3939",10215659,"New 1B/1B close to K-Town/Hollywood/West LA/DTLA",52472476,"Icy","City of Los Angeles","Koreatown",34.07299,-118.31139,"Private room",60,30,6,"202005",0.47,2,81
"3942",10228249,"Self Contained Private Wing with Private Entrance",15811744,"Karla","City of Los Angeles","Woodland Hills",34.16973,-118.56871,"Private room",68,1,122,"202003",2.33,2,0
"3943",10229082,"Perfectly Situated Fully Furnished Penthouse",11303327,"Kate","City of Los Angeles","Beverly Grove",34.07239,-118.37965,"Private room",120,1,39,"202003",2.38,1,54
"3944",10236473,"Hollywood Bungalow Oasis",52611503,"Marty And Melissa","City of Los Angeles","Hollywood",34.08729,-118.31404,"Entire home/apt",99,1,341,"202005",6.39,2,350
"3945",10237184,"Charming Los Feliz Studio",46903718,"Malina","City of Los Angeles","Los Feliz",34.09894,-118.28706,"Entire home/apt",95,30,2,"201603",0.04,1,0
"3946",10249532,"Brand new 3 bedroom apartment!",51928876,"Moshe","City of Los Angeles","Pico-Robertson",34.05415,-118.39928,"Entire home/apt",195,2,200,"202003",3.7,1,266
"3947",10252217,"Sunset Plaza Hills Amazing View",10875798,"Megan","City of Los Angeles","Hollywood Hills West",34.09711,-118.37889,"Entire home/apt",385,2,5,"201610",0.09,1,203
"3948",10253966,"Private studio room near Downtown",37287555,"Kailash","City of Los Angeles","University Park",34.03314,-118.28807,"Private room",35,1,2,"201601",0.04,1,0
"3949",10257097,"Peaceful Hollywood Bedroom",45312242,"Bobby And Julie","City of Los Angeles","East Hollywood",34.08861,-118.3027,"Private room",48,2,164,"202003",3.03,5,176
"3950",10263331,"It’s Raining Zen",52687209,"Dana","City of Los Angeles","Palms",34.02551,-118.42026,"Entire home/apt",150,2,199,"202003",4.07,1,0
"3951",10266023,"Solar Powered Guest House",7114236,"Steve & Sara","City of Los Angeles","Highland Park",34.11143,-118.19671,"Entire home/apt",89,30,71,"201911",1.32,2,0
"3952",10269013,"Private Room with Queen Bed",34607716,"Ann Marie","City of Los Angeles","West Hills",34.20749,-118.61762,"Private room",51,30,5,"201908",0.09,3,364
"3953",10269315,"Peaceful Guesthouse near Silver Lake Reservoir",11763143,"Jamielle","City of Los Angeles","Silver Lake",34.09485,-118.26829,"Entire home/apt",300,730,64,"201711",1.22,1,0
"3956",10273955,"Garden In-laws with patio and view",13061520,"Viviana","City of Los Angeles","Cypress Park",34.09111,-118.22156,"Entire home/apt",73,1,94,"202004",1.75,1,291
"3958",10280016,"Clean and bright private room",21297136,"Scott","City of Los Angeles","Woodland Hills",34.16916,-118.63976,"Private room",45,1,24,"201611",0.46,1,365
"3959",10282695,"Modern Masterpiece in Venice",52887053,"Cassidy","City of Los Angeles","Venice",33.9955,-118.47147,"Entire home/apt",600,30,9,"201908",0.18,1,268
"3961",10293673,"Shared oversized room Full sized bed open for 1",2596829,"Brooklyn","City of Los Angeles","Van Nuys",34.19591,-118.45635,"Private room",80,120,5,"201710",0.09,2,362
"3962",10293739,"Modern Condo Next to Beach and LAX",21841982,"Amanda","City of Los Angeles","Playa del Rey",33.95753,-118.43468,"Private room",84,30,15,"201706",0.3,1,0
"3964",10297660,"WILLARDZ - Venue Hall",42389873,"Deshun","City of Los Angeles","Gramercy Park",33.95372,-118.30519,"Entire home/apt",150,31,1,"201906",0.08,6,363
"3965",10297787,"WILLARDZ - Crash Studio",42389873,"Deshun","City of Los Angeles","Gramercy Park",33.95401,-118.30651,"Entire home/apt",700,31,1,"201607",0.02,6,0
"3966",10297856,"WILLARDZ - Cozy Oasis",42389873,"Deshun","City of Los Angeles","Gramercy Park",33.95253,-118.30594,"Entire home/apt",110,22,207,"201912",4.17,6,365
"3967",10334701,"Genesee House",18619190,"Jason","City of Los Angeles","Fairfax",34.08599,-118.35962,"Entire home/apt",400,4,4,"201901",0.08,1,362
"3968",10341855,"Sony Studios Neighbor - Culver City",53224622,"Jeremiah","City of Los Angeles","Palms",34.02277,-118.40385,"Entire home/apt",90,30,1,"201604",0.02,1,0
"3969",10343599,"Tropical Hollywood Hills Retreat",53235660,"Cindya & Marcus","City of Los Angeles","Hollywood Hills",34.12434,-118.33582,"Entire home/apt",111,60,28,"201706",0.52,1,346
"3970",10344740,"Amazing private guest house in Chatsworth",52572301,"Marcelo","City of Los Angeles","Chatsworth",34.26774,-118.57934,"Entire home/apt",130,2,158,"202005",3.44,1,79
"3971",10349218,"Private Room & Private Full Bath in Ktown!",53264241,"Esther","City of Los Angeles","Koreatown",34.06154,-118.29328,"Private room",74,2,117,"202003",2.29,1,89
"3972",10357606,"2 BR/1 BA House on Quiet Walkstreet",18895034,"Kristina","City of Los Angeles","Venice",33.99394,-118.4629,"Entire home/apt",180,1,201,"202006",3.77,1,119
"3973",10365374,"PLAYA VISTA - LA -  2BD 2BTH CONDO - LAX - BEACH",4254885,"Angela","City of Los Angeles","Playa Vista",33.97369,-118.42211,"Entire home/apt",178,2,19,"201912",0.36,4,365
"3974",10368589,"Sunny, Spacious Suite",12586721,"Gali","City of Los Angeles","Beverly Grove",34.07097,-118.36292,"Private room",133,20,37,"201710",0.71,3,0
"3975",10378768,"Silver Lake Heights! Spacious 1BR",8927098,"Jeffrey","City of Los Angeles","Silver Lake",34.0974,-118.25629,"Entire home/apt",123,1,81,"201912",1.51,6,0
"3976",10381814,"Guest House + Hot Tub WOW!",2334158,"Daisy","City of Los Angeles","Valley Village",34.15956,-118.39442,"Entire home/apt",103,2,57,"201910",1.14,2,0
"3977",10388796,"""The Lookout"" Location and Patio!",53331260,"Don","City of Los Angeles","Venice",33.99211,-118.46504,"Entire home/apt",115,2,32,"202003",0.6,5,365
"3978",10391258,"Cozy Bungalow in the Heart of LA",44628536,"Dalit","City of Los Angeles","West Adams",34.02587,-118.35982,"Entire home/apt",110,30,23,"202004",0.43,3,325
"3979",10392524,"Casa Benedict | Beverly Hills Home w POOL!",10363959,"Briana","City of Los Angeles","Beverly Crest",34.09895,-118.4342,"Entire home/apt",600,2,101,"202006",2.62,2,61
"3980",10392530,"Studio in the Heart of LA",44628536,"Dalit","City of Los Angeles","West Adams",34.02745,-118.35992,"Entire home/apt",70,30,14,"202002",0.3,3,335
"3982",10410573,"Large Abbot Kinney Studio",12000134,"Daniel","City of Los Angeles","Venice",33.98966,-118.45324,"Entire home/apt",100,2,7,"201608",0.13,1,0
"3983",10413878,"Something Simple? Private Studio in Highland Park",53629728,"Andy","City of Los Angeles","Highland Park",34.11425,-118.20039,"Entire home/apt",78,31,232,"201910",4.33,1,142
"3984",10414395,"Lovely serene 1BD/1BA near LAX in Playa del Rey!",53631885,"Andrea","City of Los Angeles","Playa del Rey",33.95558,-118.43543,"Entire home/apt",94,31,3,"201611",0.06,3,314
